layer,label_idx,label,family,prec,recall,f1,mcc,bal_acc
0,0,behind alphabet_soup_1 basket_1,behind,0.5926482645531566,1.0,0.7442299442299443,0.0,0.5
0,1,behind alphabet_soup_1 bbq_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,2,behind alphabet_soup_1 butter_1,behind,0.5122287289011368,1.0,0.6774487471526196,0.0,0.5
0,3,behind alphabet_soup_1 chocolate_pudding_1,behind,0.46532156368221944,1.0,0.6351118760757315,0.0,0.5
0,4,behind alphabet_soup_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,5,behind alphabet_soup_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,6,behind alphabet_soup_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,7,behind alphabet_soup_1 orange_juice_1,behind,0.0,0.0,0.0,0.0,0.5
0,8,behind alphabet_soup_1 salad_dressing_1,behind,0.5285542788543989,1.0,0.6915741052395378,0.0,0.5
0,9,behind alphabet_soup_1 tomato_sauce_1,behind,0.7643496577145866,1.0,0.8664378450977466,0.0,0.5
0,10,behind basket_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,11,behind basket_1 bbq_sauce_1,behind,0.6275494672754947,1.0,0.7711587019545497,0.0,0.5
0,12,behind basket_1 butter_1,behind,0.0,0.0,0.0,0.0,0.5
0,13,behind basket_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,14,behind basket_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,15,behind basket_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,16,behind basket_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,17,behind basket_1 orange_juice_1,behind,0.0,0.0,0.0,0.0,0.5
0,18,behind basket_1 salad_dressing_1,behind,0.0,0.0,0.0,0.0,0.5
0,19,behind basket_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,20,behind bbq_sauce_1 alphabet_soup_1,behind,0.6855113636363637,1.0,0.8134164840721388,0.0,0.5
0,21,behind bbq_sauce_1 basket_1,behind,0.0,0.0,0.0,0.0,0.5
0,22,behind bbq_sauce_1 butter_1,behind,0.0,0.0,0.0,0.0,0.5
0,23,behind bbq_sauce_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,24,behind bbq_sauce_1 cream_cheese_1,behind,0.4728553667633651,1.0,0.6420934158694429,0.0,0.5
0,25,behind bbq_sauce_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,26,behind bbq_sauce_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,27,behind bbq_sauce_1 orange_juice_1,behind,0.4986769304787106,1.0,0.6654895666131622,0.0,0.5
0,28,behind bbq_sauce_1 salad_dressing_1,behind,0.0,0.0,0.0,0.0,0.5
0,29,behind bbq_sauce_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,30,behind butter_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,31,behind butter_1 basket_1,behind,0.5663716814159292,1.0,0.7231638418079096,0.0,0.5
0,32,behind butter_1 bbq_sauce_1,behind,0.6832786885245902,1.0,0.8118426178418388,0.0,0.5
0,33,behind butter_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,34,behind butter_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,35,behind butter_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,36,behind butter_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,37,behind butter_1 orange_juice_1,behind,0.5298747763864043,1.0,0.6927034611786717,0.0,0.5
0,38,behind butter_1 salad_dressing_1,behind,0.0,0.0,0.0,0.0,0.5
0,39,behind butter_1 tomato_sauce_1,behind,0.5528616196602342,1.0,0.7120552310143389,0.0,0.5
0,40,behind chocolate_pudding_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,41,behind chocolate_pudding_1 basket_1,behind,0.5988892317186054,1.0,0.7491316094172135,0.0,0.5
0,42,behind chocolate_pudding_1 bbq_sauce_1,behind,0.6181617240744152,1.0,0.7640295959021058,0.0,0.5
0,43,behind chocolate_pudding_1 butter_1,behind,0.0,0.0,0.0,0.0,0.5
0,44,behind chocolate_pudding_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,45,behind chocolate_pudding_1 ketchup_1,behind,0.45933228769885726,1.0,0.6295102103485337,0.0,0.5
0,46,behind chocolate_pudding_1 milk_1,behind,0.516097077761268,1.0,0.6808232603724274,0.0,0.5
0,47,behind chocolate_pudding_1 orange_juice_1,behind,0.5583493282149712,1.0,0.7165907131420126,0.0,0.5
0,48,behind chocolate_pudding_1 salad_dressing_1,behind,0.7161348585189645,1.0,0.8345904227328539,0.0,0.5
0,49,behind chocolate_pudding_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,50,behind cream_cheese_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,51,behind cream_cheese_1 basket_1,behind,0.0,0.0,0.0,0.0,0.5
0,52,behind cream_cheese_1 bbq_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,53,behind cream_cheese_1 butter_1,behind,0.45096056622851366,1.0,0.621602787456446,0.0,0.5
0,54,behind cream_cheese_1 chocolate_pudding_1,behind,0.5470967741935484,1.0,0.707256046705588,0.0,0.5
0,56,behind cream_cheese_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,57,behind cream_cheese_1 orange_juice_1,behind,0.0,0.0,0.0,0.0,0.5
0,58,behind cream_cheese_1 salad_dressing_1,behind,0.0,0.0,0.0,0.0,0.5
0,59,behind cream_cheese_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,60,behind ketchup_1 alphabet_soup_1,behind,0.546545866364666,1.0,0.7067955477445811,0.0,0.5
0,61,behind ketchup_1 basket_1,behind,0.6244037544237575,1.0,0.7687790091882164,0.0,0.5
0,62,behind ketchup_1 bbq_sauce_1,behind,0.6204496788008566,1.0,0.7657746944169145,0.0,0.5
0,63,behind ketchup_1 butter_1,behind,0.5475047984644914,1.0,0.7075968992248062,0.0,0.5
0,64,behind ketchup_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,65,behind ketchup_1 cream_cheese_1,behind,0.6154776299879081,1.0,0.7619760479041916,0.0,0.5
0,66,behind ketchup_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,68,behind ketchup_1 salad_dressing_1,behind,0.0,0.0,0.0,0.0,0.5
0,69,behind ketchup_1 tomato_sauce_1,behind,0.5604125736738703,1.0,0.718287692791942,0.0,0.5
0,70,behind milk_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,71,behind milk_1 basket_1,behind,0.6172750790457028,1.0,0.7633519950235492,0.0,0.5
0,72,behind milk_1 bbq_sauce_1,behind,0.5415282392026578,1.0,0.7025862068965517,0.0,0.5
0,73,behind milk_1 butter_1,behind,0.5160503860219423,1.0,0.6807826320021442,0.0,0.5
0,74,behind milk_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,75,behind milk_1 cream_cheese_1,behind,0.594626168224299,1.0,0.7457875457875458,0.0,0.5
0,76,behind milk_1 ketchup_1,behind,0.5604125736738703,1.0,0.718287692791942,0.0,0.5
0,77,behind milk_1 orange_juice_1,behind,0.5758699372504278,1.0,0.7308597285067874,0.0,0.5
0,79,behind milk_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,80,behind orange_juice_1 alphabet_soup_1,behind,0.5732459521973786,1.0,0.7287429551580495,0.0,0.5
0,81,behind orange_juice_1 basket_1,behind,0.0,0.0,0.0,0.0,0.5
0,82,behind orange_juice_1 bbq_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,83,behind orange_juice_1 butter_1,behind,0.0,0.0,0.0,0.0,0.5
0,84,behind orange_juice_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,85,behind orange_juice_1 cream_cheese_1,behind,0.5854330708661417,1.0,0.7385150235907624,0.0,0.5
0,86,behind orange_juice_1 ketchup_1,behind,0.6424318395487308,1.0,0.7822934554474337,0.0,0.5
0,88,behind orange_juice_1 salad_dressing_1,behind,0.54,1.0,0.7012987012987013,0.0,0.5
0,89,behind orange_juice_1 tomato_sauce_1,behind,0.565526145900581,1.0,0.7224742268041238,0.0,0.5
0,90,behind salad_dressing_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,91,behind salad_dressing_1 basket_1,behind,0.0,0.0,0.0,0.0,0.5
0,92,behind salad_dressing_1 bbq_sauce_1,behind,0.46695048173874076,1.0,0.6366274629601344,0.0,0.5
0,93,behind salad_dressing_1 butter_1,behind,0.39974565493853326,1.0,0.5711689884918232,0.0,0.5
0,95,behind salad_dressing_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,96,behind salad_dressing_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,97,behind salad_dressing_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,98,behind salad_dressing_1 orange_juice_1,behind,0.0,0.0,0.0,0.0,0.5
0,99,behind salad_dressing_1 tomato_sauce_1,behind,0.0,0.0,0.0,0.0,0.5
0,100,behind tomato_sauce_1 alphabet_soup_1,behind,0.0,0.0,0.0,0.0,0.5
0,101,behind tomato_sauce_1 basket_1,behind,0.0,0.0,0.0,0.0,0.5
0,102,behind tomato_sauce_1 bbq_sauce_1,behind,0.5415282392026578,1.0,0.7025862068965517,0.0,0.5
0,103,behind tomato_sauce_1 butter_1,behind,0.0,0.0,0.0,0.0,0.5
0,104,behind tomato_sauce_1 chocolate_pudding_1,behind,0.0,0.0,0.0,0.0,0.5
0,105,behind tomato_sauce_1 cream_cheese_1,behind,0.0,0.0,0.0,0.0,0.5
0,106,behind tomato_sauce_1 ketchup_1,behind,0.0,0.0,0.0,0.0,0.5
0,107,behind tomato_sauce_1 milk_1,behind,0.0,0.0,0.0,0.0,0.5
0,108,behind tomato_sauce_1 orange_juice_1,behind,0.0,0.0,0.0,0.0,0.5
0,109,behind tomato_sauce_1 salad_dressing_1,behind,0.38727823453050625,1.0,0.5583281347473488,0.0,0.5
0,110,in-front-of alphabet_soup_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,111,in-front-of alphabet_soup_1 bbq_sauce_1,in-front-of,0.6855113636363637,1.0,0.8134164840721388,0.0,0.5
0,112,in-front-of alphabet_soup_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,113,in-front-of alphabet_soup_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,114,in-front-of alphabet_soup_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,115,in-front-of alphabet_soup_1 ketchup_1,in-front-of,0.546545866364666,1.0,0.7067955477445811,0.0,0.5
0,116,in-front-of alphabet_soup_1 milk_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,117,in-front-of alphabet_soup_1 orange_juice_1,in-front-of,0.5732459521973786,1.0,0.7287429551580495,0.0,0.5
0,118,in-front-of alphabet_soup_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,119,in-front-of alphabet_soup_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,120,in-front-of basket_1 alphabet_soup_1,in-front-of,0.5926482645531566,1.0,0.7442299442299443,0.0,0.5
0,121,in-front-of basket_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,122,in-front-of basket_1 butter_1,in-front-of,0.5663716814159292,1.0,0.7231638418079096,0.0,0.5
0,123,in-front-of basket_1 chocolate_pudding_1,in-front-of,0.5988892317186054,1.0,0.7491316094172135,0.0,0.5
0,124,in-front-of basket_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,125,in-front-of basket_1 ketchup_1,in-front-of,0.6244037544237575,1.0,0.7687790091882164,0.0,0.5
0,126,in-front-of basket_1 milk_1,in-front-of,0.6172750790457028,1.0,0.7633519950235492,0.0,0.5
0,127,in-front-of basket_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,128,in-front-of basket_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,129,in-front-of basket_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,130,in-front-of bbq_sauce_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,131,in-front-of bbq_sauce_1 basket_1,in-front-of,0.6275494672754947,1.0,0.7711587019545497,0.0,0.5
0,132,in-front-of bbq_sauce_1 butter_1,in-front-of,0.6832786885245902,1.0,0.8118426178418388,0.0,0.5
0,133,in-front-of bbq_sauce_1 chocolate_pudding_1,in-front-of,0.6181617240744152,1.0,0.7640295959021058,0.0,0.5
0,134,in-front-of bbq_sauce_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,135,in-front-of bbq_sauce_1 ketchup_1,in-front-of,0.6204496788008566,1.0,0.7657746944169145,0.0,0.5
0,136,in-front-of bbq_sauce_1 milk_1,in-front-of,0.5415282392026578,1.0,0.7025862068965517,0.0,0.5
0,137,in-front-of bbq_sauce_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,138,in-front-of bbq_sauce_1 salad_dressing_1,in-front-of,0.46695048173874076,1.0,0.6366274629601344,0.0,0.5
0,139,in-front-of bbq_sauce_1 tomato_sauce_1,in-front-of,0.5415282392026578,1.0,0.7025862068965517,0.0,0.5
0,140,in-front-of butter_1 alphabet_soup_1,in-front-of,0.5122287289011368,1.0,0.6774487471526196,0.0,0.5
0,141,in-front-of butter_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,142,in-front-of butter_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,143,in-front-of butter_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,144,in-front-of butter_1 cream_cheese_1,in-front-of,0.45096056622851366,1.0,0.621602787456446,0.0,0.5
0,145,in-front-of butter_1 ketchup_1,in-front-of,0.5475047984644914,1.0,0.7075968992248062,0.0,0.5
0,146,in-front-of butter_1 milk_1,in-front-of,0.5160503860219423,1.0,0.6807826320021442,0.0,0.5
0,147,in-front-of butter_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,148,in-front-of butter_1 salad_dressing_1,in-front-of,0.39974565493853326,1.0,0.5711689884918232,0.0,0.5
0,149,in-front-of butter_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,150,in-front-of chocolate_pudding_1 alphabet_soup_1,in-front-of,0.46532156368221944,1.0,0.6351118760757315,0.0,0.5
0,151,in-front-of chocolate_pudding_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,152,in-front-of chocolate_pudding_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,153,in-front-of chocolate_pudding_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,154,in-front-of chocolate_pudding_1 cream_cheese_1,in-front-of,0.5470967741935484,1.0,0.707256046705588,0.0,0.5
0,155,in-front-of chocolate_pudding_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,156,in-front-of chocolate_pudding_1 milk_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,157,in-front-of chocolate_pudding_1 orange_juice_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,159,in-front-of chocolate_pudding_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,160,in-front-of cream_cheese_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,161,in-front-of cream_cheese_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,162,in-front-of cream_cheese_1 bbq_sauce_1,in-front-of,0.4728553667633651,1.0,0.6420934158694429,0.0,0.5
0,163,in-front-of cream_cheese_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,164,in-front-of cream_cheese_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,165,in-front-of cream_cheese_1 ketchup_1,in-front-of,0.6154776299879081,1.0,0.7619760479041916,0.0,0.5
0,166,in-front-of cream_cheese_1 milk_1,in-front-of,0.594626168224299,1.0,0.7457875457875458,0.0,0.5
0,167,in-front-of cream_cheese_1 orange_juice_1,in-front-of,0.5854330708661417,1.0,0.7385150235907624,0.0,0.5
0,168,in-front-of cream_cheese_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,169,in-front-of cream_cheese_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,170,in-front-of ketchup_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,171,in-front-of ketchup_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,172,in-front-of ketchup_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,173,in-front-of ketchup_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,174,in-front-of ketchup_1 chocolate_pudding_1,in-front-of,0.45933228769885726,1.0,0.6295102103485337,0.0,0.5
0,176,in-front-of ketchup_1 milk_1,in-front-of,0.5604125736738703,1.0,0.718287692791942,0.0,0.5
0,177,in-front-of ketchup_1 orange_juice_1,in-front-of,0.6424318395487308,1.0,0.7822934554474337,0.0,0.5
0,178,in-front-of ketchup_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,179,in-front-of ketchup_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,180,in-front-of milk_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,181,in-front-of milk_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,182,in-front-of milk_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,183,in-front-of milk_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,184,in-front-of milk_1 chocolate_pudding_1,in-front-of,0.516097077761268,1.0,0.6808232603724274,0.0,0.5
0,185,in-front-of milk_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,186,in-front-of milk_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,188,in-front-of milk_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,189,in-front-of milk_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,190,in-front-of orange_juice_1 alphabet_soup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,191,in-front-of orange_juice_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,192,in-front-of orange_juice_1 bbq_sauce_1,in-front-of,0.4986769304787106,1.0,0.6654895666131622,0.0,0.5
0,193,in-front-of orange_juice_1 butter_1,in-front-of,0.5298747763864043,1.0,0.6927034611786717,0.0,0.5
0,194,in-front-of orange_juice_1 chocolate_pudding_1,in-front-of,0.5583493282149712,1.0,0.7165907131420126,0.0,0.5
0,195,in-front-of orange_juice_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,197,in-front-of orange_juice_1 milk_1,in-front-of,0.5758699372504278,1.0,0.7308597285067874,0.0,0.5
0,198,in-front-of orange_juice_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,199,in-front-of orange_juice_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,200,in-front-of salad_dressing_1 alphabet_soup_1,in-front-of,0.5285542788543989,1.0,0.6915741052395378,0.0,0.5
0,201,in-front-of salad_dressing_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,202,in-front-of salad_dressing_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,203,in-front-of salad_dressing_1 butter_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,204,in-front-of salad_dressing_1 chocolate_pudding_1,in-front-of,0.7161348585189645,1.0,0.8345904227328539,0.0,0.5
0,205,in-front-of salad_dressing_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,206,in-front-of salad_dressing_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,208,in-front-of salad_dressing_1 orange_juice_1,in-front-of,0.54,1.0,0.7012987012987013,0.0,0.5
0,209,in-front-of salad_dressing_1 tomato_sauce_1,in-front-of,0.38727823453050625,1.0,0.5583281347473488,0.0,0.5
0,210,in-front-of tomato_sauce_1 alphabet_soup_1,in-front-of,0.7643496577145866,1.0,0.8664378450977466,0.0,0.5
0,211,in-front-of tomato_sauce_1 basket_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,212,in-front-of tomato_sauce_1 bbq_sauce_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,213,in-front-of tomato_sauce_1 butter_1,in-front-of,0.5528616196602342,1.0,0.7120552310143389,0.0,0.5
0,214,in-front-of tomato_sauce_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,215,in-front-of tomato_sauce_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,216,in-front-of tomato_sauce_1 ketchup_1,in-front-of,0.5604125736738703,1.0,0.718287692791942,0.0,0.5
0,217,in-front-of tomato_sauce_1 milk_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,218,in-front-of tomato_sauce_1 orange_juice_1,in-front-of,0.565526145900581,1.0,0.7224742268041238,0.0,0.5
0,219,in-front-of tomato_sauce_1 salad_dressing_1,in-front-of,0.0,0.0,0.0,0.0,0.5
0,220,inside alphabet_soup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,221,inside bbq_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,222,inside butter_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,223,inside chocolate_pudding_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,225,inside ketchup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,226,inside milk_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,227,inside orange_juice_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,228,inside salad_dressing_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,229,inside tomato_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0,0.5
0,230,left-of alphabet_soup_1 basket_1,left-of,0.9297622301175185,1.0,0.9636028891091913,0.0,0.5
0,231,left-of alphabet_soup_1 bbq_sauce_1,left-of,0.7136363636363636,1.0,0.8328912466843501,0.0,0.5
0,232,left-of alphabet_soup_1 butter_1,left-of,0.7667929727867723,1.0,0.8680054591538312,0.0,0.5
0,233,left-of alphabet_soup_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.0,0.5
0,234,left-of alphabet_soup_1 cream_cheese_1,left-of,0.5520850104653034,1.0,0.7114107883817428,0.0,0.5
0,235,left-of alphabet_soup_1 ketchup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,236,left-of alphabet_soup_1 milk_1,left-of,0.532091516501316,1.0,0.6945949517642395,0.0,0.5
0,237,left-of alphabet_soup_1 orange_juice_1,left-of,0.5732459521973786,1.0,0.7287429551580495,0.0,0.5
0,238,left-of alphabet_soup_1 salad_dressing_1,left-of,0.5697135997256045,1.0,0.7258822244072981,0.0,0.5
0,239,left-of alphabet_soup_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.0,0.5
0,250,left-of bbq_sauce_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.0,0.5
0,251,left-of bbq_sauce_1 basket_1,left-of,0.9683409436834094,1.0,0.9839158676152181,0.0,0.5
